title_num,title_opt,url
25,사이드스케이프-바르셀로나-2007년-6월-1일,http://gmoma.ggcf.kr/archives/artwork/%EC%82%AC%EC%9D%B4%EB%93%9C%EC%8A%A4%EC%BC%80%EC%9D%B4%ED%94%84-%EB%B0%94%EB%A5%B4%EC%85%80%EB%A1%9C%EB%82%98-2007%EB%85%84-6%EC%9B%94-1%EC%9D%BC
26,임야도,http://gmoma.ggcf.kr/archives/artwork/%EC%9E%84%EC%95%BC%EB%8F%84
27,산,http://gmoma.ggcf.kr/archives/artwork/%EC%82%B0
28,서서-오줌누기,http://gmoma.ggcf.kr/archives/artwork/%EC%84%9C%EC%84%9C-%EC%98%A4%EC%A4%8C%EB%88%84%EA%B8%B0
29,기하학적-칼-드로잉,http://gmoma.ggcf.kr/archives/artwork/%EA%B8%B0%ED%95%98%ED%95%99%EC%A0%81-%EC%B9%BC-%EB%93%9C%EB%A1%9C%EC%9E%89
30,엠파이어-스테이트,http://gmoma.ggcf.kr/archives/artwork/%EC%97%A0%ED%8C%8C%EC%9D%B4%EC%96%B4-%EC%8A%A4%ED%85%8C%EC%9D%B4%ED%8A%B8
31,레이어,http://gmoma.ggcf.kr/archives/artwork/%EB%A0%88%EC%9D%B4%EC%96%B4
32,역구내-식당,http://gmoma.ggcf.kr/archives/artwork/%EC%97%AD%EA%B5%AC%EB%82%B4-%EC%8B%9D%EB%8B%B9
33,상처난-풍경-임진강-30부작,http://gmoma.ggcf.kr/archives/artwork/%EC%83%81%EC%B2%98%EB%82%9C-%ED%92%8D%EA%B2%BD-%EC%9E%84%EC%A7%84%EA%B0%95-30%EB%B6%80%EC%9E%91
34,빛과-속도의-풍경,http://gmoma.ggcf.kr/archives/artwork/%EB%B9%9B%EA%B3%BC-%EC%86%8D%EB%8F%84%EC%9D%98-%ED%92%8D%EA%B2%BD
35,아버지와-아들,http://gmoma.ggcf.kr/archives/artwork/%EC%95%84%EB%B2%84%EC%A7%80%EC%99%80-%EC%95%84%EB%93%A4
36,still-life-두개의-공,http://gmoma.ggcf.kr/archives/artwork/still-life-%EB%91%90%EA%B0%9C%EC%9D%98-%EA%B3%B5
37,무제-7-the-resurrection,http://gmoma.ggcf.kr/archives/artwork/%EB%AC%B4%EC%A0%9C-7-the-resurrection
38,바디시리즈1,http://gmoma.ggcf.kr/archives/artwork/%EB%B0%94%EB%94%94%EC%8B%9C%EB%A6%AC%EC%A6%881
39,노고산,http://gmoma.ggcf.kr/archives/artwork/%EB%85%B8%EA%B3%A0%EC%82%B0
40,여정,http://gmoma.ggcf.kr/archives/artwork/%EC%97%AC%EC%A0%95
41,tomorrow-자매의-전쟁,http://gmoma.ggcf.kr/archives/artwork/tomorrow-%EC%9E%90%EB%A7%A4%EC%9D%98-%EC%A0%84%EC%9F%81
42,붐붐,http://gmoma.ggcf.kr/archives/artwork/%EB%B6%90%EB%B6%90
43,휴대용풍경-n-18,http://gmoma.ggcf.kr/archives/artwork/%ED%9C%B4%EB%8C%80%EC%9A%A9%ED%92%8D%EA%B2%BD-n-18
44,조선역사명상열전_안압지도,http://gmoma.ggcf.kr/archives/artwork/%EC%A1%B0%EC%84%A0%EC%97%AD%EC%82%AC%EB%AA%85%EC%83%81%EC%97%B4%EC%A0%84_%EC%95%88%EC%95%95%EC%A7%80%EB%8F%84
45,전사들,http://gmoma.ggcf.kr/archives/artwork/%EC%A0%84%EC%82%AC%EB%93%A4
46,구도,http://gmoma.ggcf.kr/archives/artwork/%EA%B5%AC%EB%8F%84
47,두-개의-얼굴-이중섭,http://gmoma.ggcf.kr/archives/artwork/%EB%91%90-%EA%B0%9C%EC%9D%98-%EC%96%BC%EA%B5%B4-%EC%9D%B4%EC%A4%91%EC%84%AD
48,먹을것들-혹은-먹힐것들,http://gmoma.ggcf.kr/archives/artwork/%EB%A8%B9%EC%9D%84%EA%B2%83%EB%93%A4-%ED%98%B9%EC%9D%80-%EB%A8%B9%ED%9E%90%EA%B2%83%EB%93%A4
49,사라지다,http://gmoma.ggcf.kr/archives/artwork/%EC%82%AC%EB%9D%BC%EC%A7%80%EB%8B%A4
50,옮겨진-산수-유람기2,http://gmoma.ggcf.kr/archives/artwork/%EC%98%AE%EA%B2%A8%EC%A7%84-%EC%82%B0%EC%88%98-%EC%9C%A0%EB%9E%8C%EA%B8%B02
51,바나나-카페,http://gmoma.ggcf.kr/archives/artwork/%EB%B0%94%EB%82%98%EB%82%98-%EC%B9%B4%ED%8E%98
52,포도,http://gmoma.ggcf.kr/archives/artwork/%ED%8F%AC%EB%8F%84
53,루머건_환각적-비행,http://gmoma.ggcf.kr/archives/artwork/%EB%A3%A8%EB%A8%B8%EA%B1%B4_%ED%99%98%EA%B0%81%EC%A0%81-%EB%B9%84%ED%96%89
54,tourist,http://gmoma.ggcf.kr/archives/artwork/tourist
55,부뚜막꽃연작,http://gmoma.ggcf.kr/archives/artwork/%EB%B6%80%EB%9A%9C%EB%A7%89%EA%BD%83%EC%97%B0%EC%9E%91
56,3초점의-시선1,http://gmoma.ggcf.kr/archives/artwork/3%EC%B4%88%EC%A0%90%EC%9D%98-%EC%8B%9C%EC%84%A01
57,진판지군환호도,http://gmoma.ggcf.kr/archives/artwork/%EC%A7%84%ED%8C%90%EC%A7%80%EA%B5%B0%ED%99%98%ED%98%B8%EB%8F%84
58,순수형태-심경心輕,http://gmoma.ggcf.kr/archives/artwork/%EC%88%9C%EC%88%98%ED%98%95%ED%83%9C-%EC%8B%AC%EA%B2%BD%E5%BF%83%E8%BC%95
